,DateKey,event_Incident_Prediction_Rolling,MaxDate,DateDiff
395,2018-01-16,4.675,5/24/2018,128
399,2018-01-17,5.925,5/24/2018,127
403,2018-01-18,5.45,5/24/2018,126
407,2018-01-19,5.625,5/24/2018,125
411,2018-01-20,5.725,5/24/2018,124
415,2018-01-21,5.675,5/24/2018,123
419,2018-01-22,5.875,5/24/2018,122
423,2018-01-23,5.175,5/24/2018,121
427,2018-01-24,4.125,5/24/2018,120
431,2018-01-25,3.95,5/24/2018,119
435,2018-01-26,3.875,5/24/2018,118
439,2018-01-27,1.7,5/24/2018,117
443,2018-01-28,2.175,5/24/2018,116
447,2018-01-29,2.925,5/24/2018,115
451,2018-01-30,3.2,5/24/2018,114
455,2018-01-31,3.2,5/24/2018,113
459,2018-02-01,2.95,5/24/2018,112
463,2018-02-02,2.95,5/24/2018,111
467,2018-02-03,3.1,5/24/2018,110
471,2018-02-04,3.925,5/24/2018,109
475,2018-02-05,4.275,5/24/2018,108
479,2018-02-06,4.225,5/24/2018,107
483,2018-02-07,4.175,5/24/2018,106
487,2018-02-08,4.775,5/24/2018,105
491,2018-02-09,4.325,5/24/2018,104
495,2018-02-10,4.8,5/24/2018,103
499,2018-02-11,4.675,5/24/2018,102
503,2018-02-12,5.1,5/24/2018,101
507,2018-02-13,5.025,5/24/2018,100
511,2018-02-14,2.975,5/24/2018,99
515,2018-02-15,3.125,5/24/2018,98
519,2018-02-16,2.025,5/24/2018,97
523,2018-02-17,1.925,5/24/2018,96
527,2018-02-18,1.5,5/24/2018,95
531,2018-02-19,1.3,5/24/2018,94
535,2018-02-20,1.15,5/24/2018,93
539,2018-02-21,2.15,5/24/2018,92
543,2018-02-22,1.175,5/24/2018,91
547,2018-02-23,1.95,5/24/2018,90
551,2018-02-24,0.45,5/24/2018,89
554,2018-02-25,1.675,5/24/2018,88
558,2018-02-26,1.025,5/24/2018,87
562,2018-02-27,1.075,5/24/2018,86
566,2018-02-28,1.725,5/24/2018,85
570,2018-03-01,1.925,5/24/2018,84
574,2018-03-02,3.25,5/24/2018,83
578,2018-03-03,3.75,5/24/2018,82
582,2018-03-04,3.85,5/24/2018,81
586,2018-03-05,3.575,5/24/2018,80
590,2018-03-06,3.4,5/24/2018,79
594,2018-03-07,5.775,5/24/2018,78
598,2018-03-08,6.65,5/24/2018,77
602,2018-03-09,6.1,5/24/2018,76
606,2018-03-10,6.6,5/24/2018,75
610,2018-03-11,6.15,5/24/2018,74
614,2018-03-12,6.2,5/24/2018,73
618,2018-03-13,6.725,5/24/2018,72
622,2018-03-14,6.25,5/24/2018,71
626,2018-03-15,7.025,5/24/2018,70
630,2018-03-16,7.775,5/24/2018,69
634,2018-03-17,7.8,5/24/2018,68
638,2018-03-18,7.475,5/24/2018,67
642,2018-03-19,8.45,5/24/2018,66
646,2018-03-20,9.325,5/24/2018,65
650,2018-03-21,7.925,5/24/2018,64
654,2018-03-22,8.9,5/24/2018,63
658,2018-03-23,9.3,5/24/2018,62
662,2018-03-24,11,5/24/2018,61
666,2018-03-25,11.25,5/24/2018,60
670,2018-03-26,12.55,5/24/2018,59
674,2018-03-27,12.625,5/24/2018,58
678,2018-03-28,13.325,5/24/2018,57
682,2018-03-29,11.775,5/24/2018,56
686,2018-03-30,13.625,5/24/2018,55
690,2018-03-31,13,5/24/2018,54
694,2018-04-01,12.7,5/24/2018,53
698,2018-04-02,12.975,5/24/2018,52
702,2018-04-03,11,5/24/2018,51
706,2018-04-04,9.8,5/24/2018,50
710,2018-04-05,10.375,5/24/2018,49
714,2018-04-06,10.425,5/24/2018,48
718,2018-04-07,9.625,5/24/2018,47
722,2018-04-08,9.05,5/24/2018,46
726,2018-04-09,8.675,5/24/2018,45
730,2018-04-10,8.025,5/24/2018,44
734,2018-04-11,7.925,5/24/2018,43
738,2018-04-12,7.1,5/24/2018,42
742,2018-04-13,7.25,5/24/2018,41
746,2018-04-14,7.05,5/24/2018,40
750,2018-04-15,7.775,5/24/2018,39
754,2018-04-16,7.6,5/24/2018,38
758,2018-04-17,8.725,5/24/2018,37
762,2018-04-18,8.925,5/24/2018,36
766,2018-04-19,8.7,5/24/2018,35
770,2018-04-20,8.175,5/24/2018,34
774,2018-04-21,8.625,5/24/2018,33
778,2018-04-22,8.375,5/24/2018,32
782,2018-04-23,8.125,5/24/2018,31
786,2018-04-24,7.275,5/24/2018,30
790,2018-04-25,7.275,5/24/2018,29
794,2018-04-26,7.85,5/24/2018,28
798,2018-04-27,7.875,5/24/2018,27
802,2018-04-28,7.875,5/24/2018,26
806,2018-04-29,7.3,5/24/2018,25
810,2018-04-30,6.875,5/24/2018,24
814,2018-05-01,7.625,5/24/2018,23
818,2018-05-02,7.85,5/24/2018,22
822,2018-05-03,8.25,5/24/2018,21
826,2018-05-04,8.075,5/24/2018,20
830,2018-05-05,9.575,5/24/2018,19
834,2018-05-06,9.7,5/24/2018,18
838,2018-05-07,9.15,5/24/2018,17
842,2018-05-08,9.025,5/24/2018,16
846,2018-05-09,9.725,5/24/2018,15
850,2018-05-10,9.95,5/24/2018,14
854,2018-05-11,10.15,5/24/2018,13
858,2018-05-12,10.1,5/24/2018,12
861,2018-05-13,11.175,5/24/2018,11
865,2018-05-14,10.375,5/24/2018,10
869,2018-05-15,9.75,5/24/2018,9
873,2018-05-16,9.225,5/24/2018,8
877,2018-05-17,9.225,5/24/2018,7
881,2018-05-18,9.525,5/24/2018,6
885,2018-05-19,9.025,5/24/2018,5
889,2018-05-20,8.95,5/24/2018,4
893,2018-05-21,9.125,5/24/2018,3
897,2018-05-22,8.725,5/24/2018,2
901,2018-05-23,8.075,5/24/2018,1
905,2018-05-24,7.575,5/24/2018,0
338,2018-01-01,0.75,5/25/2018,144
342,2018-01-02,0.575,5/25/2018,143
346,2018-01-03,0.2,5/25/2018,142
350,2018-01-04,0.175,5/25/2018,141
354,2018-01-05,0.275,5/25/2018,140
358,2018-01-06,0.375,5/25/2018,139
361,2018-01-07,0.525,5/25/2018,138
364,2018-01-08,0.5,5/25/2018,137
368,2018-01-09,1.275,5/25/2018,136
372,2018-01-10,1.675,5/25/2018,135
376,2018-01-11,1.975,5/25/2018,134
380,2018-01-12,3.1,5/25/2018,133
384,2018-01-13,3.6,5/25/2018,132
387,2018-01-14,4.1,5/25/2018,131
391,2018-01-15,4.375,5/25/2018,130
395,2018-01-16,4.925,5/25/2018,129
399,2018-01-17,5.925,5/25/2018,128
403,2018-01-18,5.925,5/25/2018,127
407,2018-01-19,5.65,5/25/2018,126
411,2018-01-20,5.7,5/25/2018,125
415,2018-01-21,5.6,5/25/2018,124
419,2018-01-22,5.625,5/25/2018,123
423,2018-01-23,4.825,5/25/2018,122
427,2018-01-24,4.225,5/25/2018,121
431,2018-01-25,3.95,5/25/2018,120
435,2018-01-26,3.7,5/25/2018,119
439,2018-01-27,1.55,5/25/2018,118
443,2018-01-28,2.025,5/25/2018,117
447,2018-01-29,2.725,5/25/2018,116
451,2018-01-30,2.75,5/25/2018,115
455,2018-01-31,3.025,5/25/2018,114
459,2018-02-01,2.6,5/25/2018,113
463,2018-02-02,3.075,5/25/2018,112
467,2018-02-03,3.225,5/25/2018,111
471,2018-02-04,3.75,5/25/2018,110
475,2018-02-05,3.55,5/25/2018,109
479,2018-02-06,3.3,5/25/2018,108
483,2018-02-07,4,5/25/2018,107
487,2018-02-08,4.95,5/25/2018,106
491,2018-02-09,4.675,5/25/2018,105
495,2018-02-10,4.825,5/25/2018,104
499,2018-02-11,4.65,5/25/2018,103
503,2018-02-12,4.55,5/25/2018,102
507,2018-02-13,4.3,5/25/2018,101
511,2018-02-14,2.7,5/25/2018,100
515,2018-02-15,2.25,5/25/2018,99
519,2018-02-16,2.05,5/25/2018,98
523,2018-02-17,2.025,5/25/2018,97
527,2018-02-18,1.7,5/25/2018,96
531,2018-02-19,1.275,5/25/2018,95
535,2018-02-20,1.45,5/25/2018,94
539,2018-02-21,1.2,5/25/2018,93
543,2018-02-22,0.675,5/25/2018,92
547,2018-02-23,1.25,5/25/2018,91
551,2018-02-24,0.675,5/25/2018,90
554,2018-02-25,1.5,5/25/2018,89
558,2018-02-26,1.175,5/25/2018,88
562,2018-02-27,1.35,5/25/2018,87
566,2018-02-28,1.725,5/25/2018,86
570,2018-03-01,2.025,5/25/2018,85
574,2018-03-02,2.65,5/25/2018,84
578,2018-03-03,3.425,5/25/2018,83
582,2018-03-04,3.725,5/25/2018,82
586,2018-03-05,3.475,5/25/2018,81
590,2018-03-06,3.25,5/25/2018,80
594,2018-03-07,5.925,5/25/2018,79
598,2018-03-08,6.85,5/25/2018,78
602,2018-03-09,6.875,5/25/2018,77
606,2018-03-10,6.45,5/25/2018,76
610,2018-03-11,6.125,5/25/2018,75
614,2018-03-12,5.875,5/25/2018,74
618,2018-03-13,6.55,5/25/2018,73
622,2018-03-14,6.025,5/25/2018,72
626,2018-03-15,6.325,5/25/2018,71
630,2018-03-16,7.475,5/25/2018,70
634,2018-03-17,7.225,5/25/2018,69
638,2018-03-18,6.625,5/25/2018,68
642,2018-03-19,6.825,5/25/2018,67
646,2018-03-20,5.7,5/25/2018,66
650,2018-03-21,6.95,5/25/2018,65
654,2018-03-22,8.475,5/25/2018,64
658,2018-03-23,9.075,5/25/2018,63
662,2018-03-24,10.625,5/25/2018,62
666,2018-03-25,10.925,5/25/2018,61
670,2018-03-26,10.2,5/25/2018,60
674,2018-03-27,10.25,5/25/2018,59
678,2018-03-28,13.15,5/25/2018,58
682,2018-03-29,9.725,5/25/2018,57
686,2018-03-30,13.175,5/25/2018,56
690,2018-03-31,12.85,5/25/2018,55
694,2018-04-01,12.875,5/25/2018,54
698,2018-04-02,13.025,5/25/2018,53
702,2018-04-03,10.975,5/25/2018,52
706,2018-04-04,10.075,5/25/2018,51
710,2018-04-05,10.7,5/25/2018,50
714,2018-04-06,10.55,5/25/2018,49
718,2018-04-07,9.375,5/25/2018,48
722,2018-04-08,9,5/25/2018,47
726,2018-04-09,8.55,5/25/2018,46
730,2018-04-10,7.9,5/25/2018,45
734,2018-04-11,7.925,5/25/2018,44
738,2018-04-12,7.2,5/25/2018,43
742,2018-04-13,7.175,5/25/2018,42
746,2018-04-14,7.15,5/25/2018,41
750,2018-04-15,8,5/25/2018,40
754,2018-04-16,8.625,5/25/2018,39
758,2018-04-17,8.625,5/25/2018,38
762,2018-04-18,8.8,5/25/2018,37
766,2018-04-19,8.725,5/25/2018,36
770,2018-04-20,8,5/25/2018,35
774,2018-04-21,8.075,5/25/2018,34
778,2018-04-22,8.05,5/25/2018,33
782,2018-04-23,8.025,5/25/2018,32
786,2018-04-24,7.5,5/25/2018,31
790,2018-04-25,7.35,5/25/2018,30
794,2018-04-26,7.625,5/25/2018,29
798,2018-04-27,8.1,5/25/2018,28
802,2018-04-28,7.95,5/25/2018,27
806,2018-04-29,8.3,5/25/2018,26
810,2018-04-30,7.3,5/25/2018,25
814,2018-05-01,7.925,5/25/2018,24
818,2018-05-02,7.95,5/25/2018,23
822,2018-05-03,8.1,5/25/2018,22
826,2018-05-04,8.325,5/25/2018,21
830,2018-05-05,9.475,5/25/2018,20
834,2018-05-06,9.625,5/25/2018,19
838,2018-05-07,9.15,5/25/2018,18
842,2018-05-08,9.125,5/25/2018,17
846,2018-05-09,9.675,5/25/2018,16
850,2018-05-10,9.975,5/25/2018,15
854,2018-05-11,10.05,5/25/2018,14
858,2018-05-12,10.475,5/25/2018,13
861,2018-05-13,10.45,5/25/2018,12
865,2018-05-14,11.4,5/25/2018,11
869,2018-05-15,8.4,5/25/2018,10
873,2018-05-16,9.225,5/25/2018,9
877,2018-05-17,9.3,5/25/2018,8
881,2018-05-18,9.525,5/25/2018,7
885,2018-05-19,8.925,5/25/2018,6
889,2018-05-20,8.925,5/25/2018,5
893,2018-05-21,9.125,5/25/2018,4
897,2018-05-22,9.15,5/25/2018,3
901,2018-05-23,8.275,5/25/2018,2
905,2018-05-24,7.65,5/25/2018,1
909,2018-05-25,7.375,5/25/2018,0
338,2018-01-01,1.025,5/26/2018,145
342,2018-01-02,0.575,5/26/2018,144
346,2018-01-03,0.15,5/26/2018,143
350,2018-01-04,0.2,5/26/2018,142
354,2018-01-05,0,5/26/2018,141
358,2018-01-06,0.05,5/26/2018,140
361,2018-01-07,0.4,5/26/2018,139
364,2018-01-08,1.25,5/26/2018,138
368,2018-01-09,1.675,5/26/2018,137
372,2018-01-10,1.8,5/26/2018,136
376,2018-01-11,2.175,5/26/2018,135
380,2018-01-12,3.2,5/26/2018,134
384,2018-01-13,3.45,5/26/2018,133
387,2018-01-14,4.1,5/26/2018,132
391,2018-01-15,4.3,5/26/2018,131
395,2018-01-16,4.75,5/26/2018,130
399,2018-01-17,6.1,5/26/2018,129
403,2018-01-18,5.825,5/26/2018,128
407,2018-01-19,5.825,5/26/2018,127
411,2018-01-20,6.05,5/26/2018,126
415,2018-01-21,5.65,5/26/2018,125
419,2018-01-22,5.675,5/26/2018,124
423,2018-01-23,5.125,5/26/2018,123
427,2018-01-24,4.2,5/26/2018,122
431,2018-01-25,3.825,5/26/2018,121
435,2018-01-26,3.85,5/26/2018,120
439,2018-01-27,0.9,5/26/2018,119
443,2018-01-28,1.5,5/26/2018,118
447,2018-01-29,2.95,5/26/2018,117
451,2018-01-30,2.725,5/26/2018,116
455,2018-01-31,2.475,5/26/2018,115
459,2018-02-01,2.55,5/26/2018,114
463,2018-02-02,3.05,5/26/2018,113
467,2018-02-03,3.075,5/26/2018,112
471,2018-02-04,3.9,5/26/2018,111
475,2018-02-05,3.525,5/26/2018,110
479,2018-02-06,3.25,5/26/2018,109
483,2018-02-07,3.65,5/26/2018,108
487,2018-02-08,4.925,5/26/2018,107
491,2018-02-09,4.775,5/26/2018,106
495,2018-02-10,4.8,5/26/2018,105
499,2018-02-11,4.85,5/26/2018,104
503,2018-02-12,4.925,5/26/2018,103
507,2018-02-13,4.1,5/26/2018,102
511,2018-02-14,2.75,5/26/2018,101
515,2018-02-15,2.775,5/26/2018,100
519,2018-02-16,1.95,5/26/2018,99
523,2018-02-17,1.725,5/26/2018,98
527,2018-02-18,1.925,5/26/2018,97
531,2018-02-19,1.925,5/26/2018,96
535,2018-02-20,1.35,5/26/2018,95
539,2018-02-21,1.325,5/26/2018,94
543,2018-02-22,0.475,5/26/2018,93
547,2018-02-23,0.575,5/26/2018,92
551,2018-02-24,0.125,5/26/2018,91
554,2018-02-25,1.05,5/26/2018,90
558,2018-02-26,1.475,5/26/2018,89
562,2018-02-27,1.4,5/26/2018,88
566,2018-02-28,1.6,5/26/2018,87
570,2018-03-01,2.075,5/26/2018,86
574,2018-03-02,1.875,5/26/2018,85
578,2018-03-03,3.375,5/26/2018,84
582,2018-03-04,3.9,5/26/2018,83
586,2018-03-05,3.4,5/26/2018,82
590,2018-03-06,3.275,5/26/2018,81
594,2018-03-07,5.9,5/26/2018,80
598,2018-03-08,6.85,5/26/2018,79
602,2018-03-09,6.35,5/26/2018,78
606,2018-03-10,6.65,5/26/2018,77
610,2018-03-11,6.175,5/26/2018,76
614,2018-03-12,6.05,5/26/2018,75
618,2018-03-13,6.575,5/26/2018,74
622,2018-03-14,6.175,5/26/2018,73
626,2018-03-15,6.675,5/26/2018,72
630,2018-03-16,7.8,5/26/2018,71
634,2018-03-17,7.875,5/26/2018,70
638,2018-03-18,7.975,5/26/2018,69
642,2018-03-19,8.45,5/26/2018,68
646,2018-03-20,9.375,5/26/2018,67
650,2018-03-21,6.9,5/26/2018,66
654,2018-03-22,8.575,5/26/2018,65
658,2018-03-23,9.075,5/26/2018,64
662,2018-03-24,10.825,5/26/2018,63
666,2018-03-25,11.75,5/26/2018,62
670,2018-03-26,12.125,5/26/2018,61
674,2018-03-27,12.45,5/26/2018,60
678,2018-03-28,13.65,5/26/2018,59
682,2018-03-29,12.475,5/26/2018,58
686,2018-03-30,13.6,5/26/2018,57
690,2018-03-31,12.95,5/26/2018,56
694,2018-04-01,12.95,5/26/2018,55
698,2018-04-02,13.05,5/26/2018,54
702,2018-04-03,10.775,5/26/2018,53
706,2018-04-04,9.75,5/26/2018,52
710,2018-04-05,9.7,5/26/2018,51
714,2018-04-06,10.25,5/26/2018,50
718,2018-04-07,9.525,5/26/2018,49
722,2018-04-08,8.975,5/26/2018,48
726,2018-04-09,8.65,5/26/2018,47
730,2018-04-10,8,5/26/2018,46
734,2018-04-11,7.825,5/26/2018,45
738,2018-04-12,7.1,5/26/2018,44
742,2018-04-13,7.2,5/26/2018,43
746,2018-04-14,7.6,5/26/2018,42
750,2018-04-15,8.1,5/26/2018,41
754,2018-04-16,8.05,5/26/2018,40
758,2018-04-17,8.525,5/26/2018,39
762,2018-04-18,8.875,5/26/2018,38
766,2018-04-19,8.6,5/26/2018,37
770,2018-04-20,8.1,5/26/2018,36
774,2018-04-21,8.175,5/26/2018,35
778,2018-04-22,8.7,5/26/2018,34
782,2018-04-23,8.15,5/26/2018,33
786,2018-04-24,7.8,5/26/2018,32
790,2018-04-25,8.05,5/26/2018,31
794,2018-04-26,8.075,5/26/2018,30
798,2018-04-27,8.125,5/26/2018,29
802,2018-04-28,7.975,5/26/2018,28
806,2018-04-29,7.4,5/26/2018,27
810,2018-04-30,6.9,5/26/2018,26
814,2018-05-01,7.625,5/26/2018,25
818,2018-05-02,8.05,5/26/2018,24
822,2018-05-03,8.15,5/26/2018,23
826,2018-05-04,8.5,5/26/2018,22
830,2018-05-05,9.625,5/26/2018,21
834,2018-05-06,9.725,5/26/2018,20
838,2018-05-07,9.25,5/26/2018,19
842,2018-05-08,9.125,5/26/2018,18
846,2018-05-09,9.75,5/26/2018,17
850,2018-05-10,10,5/26/2018,16
854,2018-05-11,10.075,5/26/2018,15
858,2018-05-12,10.575,5/26/2018,14
861,2018-05-13,11.35,5/26/2018,13
865,2018-05-14,10.525,5/26/2018,12
869,2018-05-15,9.25,5/26/2018,11
873,2018-05-16,9.225,5/26/2018,10
877,2018-05-17,9.175,5/26/2018,9
881,2018-05-18,9.25,5/26/2018,8
885,2018-05-19,8.975,5/26/2018,7
889,2018-05-20,8.95,5/26/2018,6
893,2018-05-21,9,5/26/2018,5
897,2018-05-22,8.6,5/26/2018,4
901,2018-05-23,8.2,5/26/2018,3
905,2018-05-24,7.55,5/26/2018,2
909,2018-05-25,7.55,5/26/2018,1
913,2018-05-26,7.35,5/26/2018,0
338,2018-01-01,1.125,5/27/2018,146
342,2018-01-02,0.7,5/27/2018,145
346,2018-01-03,0.175,5/27/2018,144
350,2018-01-04,0.2,5/27/2018,143
354,2018-01-05,0.075,5/27/2018,142
358,2018-01-06,0.125,5/27/2018,141
361,2018-01-07,0.275,5/27/2018,140
364,2018-01-08,1.35,5/27/2018,139
368,2018-01-09,1.5,5/27/2018,138
372,2018-01-10,1.75,5/27/2018,137
376,2018-01-11,2.025,5/27/2018,136
380,2018-01-12,3.075,5/27/2018,135
384,2018-01-13,3.575,5/27/2018,134
387,2018-01-14,4.075,5/27/2018,133
391,2018-01-15,4.35,5/27/2018,132
395,2018-01-16,5.025,5/27/2018,131
399,2018-01-17,6.05,5/27/2018,130
403,2018-01-18,5.75,5/27/2018,129
407,2018-01-19,5.75,5/27/2018,128
411,2018-01-20,5.825,5/27/2018,127
415,2018-01-21,5.575,5/27/2018,126
419,2018-01-22,5.675,5/27/2018,125
423,2018-01-23,5.075,5/27/2018,124
427,2018-01-24,4.35,5/27/2018,123
431,2018-01-25,4,5/27/2018,122
435,2018-01-26,3.925,5/27/2018,121
439,2018-01-27,0.85,5/27/2018,120
443,2018-01-28,1.525,5/27/2018,119
447,2018-01-29,2.875,5/27/2018,118
451,2018-01-30,2.75,5/27/2018,117
455,2018-01-31,2.5,5/27/2018,116
459,2018-02-01,2.4,5/27/2018,115
463,2018-02-02,3.2,5/27/2018,114
467,2018-02-03,3.2,5/27/2018,113
471,2018-02-04,3.8,5/27/2018,112
475,2018-02-05,3.575,5/27/2018,111
479,2018-02-06,3.45,5/27/2018,110
483,2018-02-07,3.9,5/27/2018,109
487,2018-02-08,4.8,5/27/2018,108
491,2018-02-09,4.75,5/27/2018,107
495,2018-02-10,4.825,5/27/2018,106
499,2018-02-11,4.975,5/27/2018,105
503,2018-02-12,4.85,5/27/2018,104
507,2018-02-13,3.85,5/27/2018,103
511,2018-02-14,3,5/27/2018,102
515,2018-02-15,3.1,5/27/2018,101
519,2018-02-16,1.925,5/27/2018,100
523,2018-02-17,1.7,5/27/2018,99
527,2018-02-18,1.625,5/27/2018,98
531,2018-02-19,1.875,5/27/2018,97
535,2018-02-20,1.675,5/27/2018,96
539,2018-02-21,1.45,5/27/2018,95
543,2018-02-22,0.55,5/27/2018,94
547,2018-02-23,0.625,5/27/2018,93
551,2018-02-24,0.325,5/27/2018,92
554,2018-02-25,0.85,5/27/2018,91
558,2018-02-26,1.475,5/27/2018,90
562,2018-02-27,1.325,5/27/2018,89
566,2018-02-28,1.5,5/27/2018,88
570,2018-03-01,2,5/27/2018,87
574,2018-03-02,1.95,5/27/2018,86
578,2018-03-03,3.725,5/27/2018,85
582,2018-03-04,3.95,5/27/2018,84
586,2018-03-05,3.625,5/27/2018,83
590,2018-03-06,2.975,5/27/2018,82
594,2018-03-07,5.525,5/27/2018,81
598,2018-03-08,6.625,5/27/2018,80
602,2018-03-09,6.225,5/27/2018,79
606,2018-03-10,6.5,5/27/2018,78
610,2018-03-11,6.175,5/27/2018,77
614,2018-03-12,5.725,5/27/2018,76
618,2018-03-13,6.525,5/27/2018,75
622,2018-03-14,5.975,5/27/2018,74
626,2018-03-15,6.825,5/27/2018,73
630,2018-03-16,7.675,5/27/2018,72
634,2018-03-17,7.675,5/27/2018,71
638,2018-03-18,7.5,5/27/2018,70
642,2018-03-19,8.45,5/27/2018,69
646,2018-03-20,8.9,5/27/2018,68
650,2018-03-21,7.125,5/27/2018,67
654,2018-03-22,8.675,5/27/2018,66
658,2018-03-23,9,5/27/2018,65
662,2018-03-24,10.725,5/27/2018,64
666,2018-03-25,11.85,5/27/2018,63
670,2018-03-26,12,5/27/2018,62
674,2018-03-27,12.1,5/27/2018,61
678,2018-03-28,13.575,5/27/2018,60
682,2018-03-29,12.175,5/27/2018,59
686,2018-03-30,13.35,5/27/2018,58
690,2018-03-31,12.825,5/27/2018,57
694,2018-04-01,12.9,5/27/2018,56
698,2018-04-02,12.75,5/27/2018,55
702,2018-04-03,10.7,5/27/2018,54
706,2018-04-04,9.925,5/27/2018,53
710,2018-04-05,9.95,5/27/2018,52
714,2018-04-06,10.25,5/27/2018,51
718,2018-04-07,9.65,5/27/2018,50
722,2018-04-08,9.05,5/27/2018,49
726,2018-04-09,8.875,5/27/2018,48
730,2018-04-10,8.025,5/27/2018,47
734,2018-04-11,7.975,5/27/2018,46
738,2018-04-12,7.3,5/27/2018,45
742,2018-04-13,7.05,5/27/2018,44
746,2018-04-14,7.325,5/27/2018,43
750,2018-04-15,7.55,5/27/2018,42
754,2018-04-16,7.7,5/27/2018,41
758,2018-04-17,8.45,5/27/2018,40
762,2018-04-18,8.9,5/27/2018,39
766,2018-04-19,8.575,5/27/2018,38
770,2018-04-20,8.075,5/27/2018,37
774,2018-04-21,8.3,5/27/2018,36
778,2018-04-22,8.475,5/27/2018,35
782,2018-04-23,8.275,5/27/2018,34
786,2018-04-24,7.7,5/27/2018,33
790,2018-04-25,7.975,5/27/2018,32
794,2018-04-26,7.95,5/27/2018,31
798,2018-04-27,8.075,5/27/2018,30
802,2018-04-28,8,5/27/2018,29
806,2018-04-29,7.575,5/27/2018,28
810,2018-04-30,7.35,5/27/2018,27
814,2018-05-01,7.825,5/27/2018,26
818,2018-05-02,8.025,5/27/2018,25
822,2018-05-03,8.15,5/27/2018,24
826,2018-05-04,8.5,5/27/2018,23
830,2018-05-05,9.45,5/27/2018,22
834,2018-05-06,9.1,5/27/2018,21
838,2018-05-07,9.15,5/27/2018,20
842,2018-05-08,9.1,5/27/2018,19
846,2018-05-09,9.8,5/27/2018,18
850,2018-05-10,9.875,5/27/2018,17
854,2018-05-11,10.2,5/27/2018,16
858,2018-05-12,10.425,5/27/2018,15
861,2018-05-13,11.65,5/27/2018,14
865,2018-05-14,11.575,5/27/2018,13
869,2018-05-15,9.4,5/27/2018,12
873,2018-05-16,9.325,5/27/2018,11
877,2018-05-17,9.15,5/27/2018,10
881,2018-05-18,9.525,5/27/2018,9
885,2018-05-19,9.225,5/27/2018,8
889,2018-05-20,9,5/27/2018,7
893,2018-05-21,9.275,5/27/2018,6
897,2018-05-22,9.65,5/27/2018,5
901,2018-05-23,8.925,5/27/2018,4
905,2018-05-24,7.525,5/27/2018,3
909,2018-05-25,8.125,5/27/2018,2
913,2018-05-26,8,5/27/2018,1
917,2018-05-27,7.1,5/27/2018,0
338,2018-01-01,0.925,5/28/2018,147
342,2018-01-02,0.425,5/28/2018,146
346,2018-01-03,0.2,5/28/2018,145
350,2018-01-04,0.15,5/28/2018,144
354,2018-01-05,0.05,5/28/2018,143
358,2018-01-06,0.175,5/28/2018,142
361,2018-01-07,0.2,5/28/2018,141
364,2018-01-08,0.475,5/28/2018,140
368,2018-01-09,1.2,5/28/2018,139
372,2018-01-10,1.8,5/28/2018,138
376,2018-01-11,2,5/28/2018,137
380,2018-01-12,3.1,5/28/2018,136
384,2018-01-13,3.55,5/28/2018,135
387,2018-01-14,4.2,5/28/2018,134
391,2018-01-15,4.3,5/28/2018,133
395,2018-01-16,4.825,5/28/2018,132
399,2018-01-17,5.875,5/28/2018,131
403,2018-01-18,5.925,5/28/2018,130
407,2018-01-19,5.65,5/28/2018,129
411,2018-01-20,6.075,5/28/2018,128
415,2018-01-21,6.125,5/28/2018,127
419,2018-01-22,5.225,5/28/2018,126
423,2018-01-23,4.95,5/28/2018,125
427,2018-01-24,4.325,5/28/2018,124
431,2018-01-25,4.3,5/28/2018,123
435,2018-01-26,4.25,5/28/2018,122
439,2018-01-27,1.55,5/28/2018,121
443,2018-01-28,1.55,5/28/2018,120
447,2018-01-29,2.55,5/28/2018,119
451,2018-01-30,2.65,5/28/2018,118
455,2018-01-31,2.675,5/28/2018,117
459,2018-02-01,2.625,5/28/2018,116
463,2018-02-02,3.125,5/28/2018,115
467,2018-02-03,3.25,5/28/2018,114
471,2018-02-04,3.575,5/28/2018,113
475,2018-02-05,3.65,5/28/2018,112
479,2018-02-06,3.475,5/28/2018,111
483,2018-02-07,4.3,5/28/2018,110
487,2018-02-08,5.275,5/28/2018,109
491,2018-02-09,5.125,5/28/2018,108
495,2018-02-10,5.15,5/28/2018,107
499,2018-02-11,4.85,5/28/2018,106
503,2018-02-12,4.375,5/28/2018,105
507,2018-02-13,5.375,5/28/2018,104
511,2018-02-14,3.35,5/28/2018,103
515,2018-02-15,3.825,5/28/2018,102
519,2018-02-16,2,5/28/2018,101
523,2018-02-17,1.775,5/28/2018,100
527,2018-02-18,1.75,5/28/2018,99
531,2018-02-19,1.075,5/28/2018,98
535,2018-02-20,2.225,5/28/2018,97
539,2018-02-21,3.95,5/28/2018,96
543,2018-02-22,2.475,5/28/2018,95
547,2018-02-23,0.625,5/28/2018,94
551,2018-02-24,0.375,5/28/2018,93
554,2018-02-25,0.925,5/28/2018,92
558,2018-02-26,0.925,5/28/2018,91
562,2018-02-27,1,5/28/2018,90
566,2018-02-28,1.6,5/28/2018,89
570,2018-03-01,1.85,5/28/2018,88
574,2018-03-02,2.2,5/28/2018,87
578,2018-03-03,3.075,5/28/2018,86
582,2018-03-04,3.5,5/28/2018,85
586,2018-03-05,3.225,5/28/2018,84
590,2018-03-06,3.175,5/28/2018,83
594,2018-03-07,5.625,5/28/2018,82
598,2018-03-08,6.9,5/28/2018,81
602,2018-03-09,6.625,5/28/2018,80
606,2018-03-10,6.35,5/28/2018,79
