,DateKey,event_Incident_Prediction_Rolling,MaxDate,DateDiff
670,2018-03-26,12.45,5/19/2018,54
674,2018-03-27,12.45,5/19/2018,53
678,2018-03-28,13.725,5/19/2018,52
682,2018-03-29,13.3,5/19/2018,51
686,2018-03-30,13.8,5/19/2018,50
690,2018-03-31,13.15,5/19/2018,49
694,2018-04-01,13.025,5/19/2018,48
698,2018-04-02,13,5/19/2018,47
702,2018-04-03,10.8,5/19/2018,46
706,2018-04-04,10.05,5/19/2018,45
710,2018-04-05,10.625,5/19/2018,44
714,2018-04-06,10.7,5/19/2018,43
718,2018-04-07,9.5,5/19/2018,42
722,2018-04-08,9.175,5/19/2018,41
726,2018-04-09,8.925,5/19/2018,40
730,2018-04-10,7.925,5/19/2018,39
734,2018-04-11,7.95,5/19/2018,38
738,2018-04-12,7.25,5/19/2018,37
742,2018-04-13,7.45,5/19/2018,36
746,2018-04-14,7.4,5/19/2018,35
750,2018-04-15,8.15,5/19/2018,34
754,2018-04-16,8.625,5/19/2018,33
758,2018-04-17,8.9,5/19/2018,32
762,2018-04-18,8.825,5/19/2018,31
766,2018-04-19,8.525,5/19/2018,30
770,2018-04-20,8.025,5/19/2018,29
774,2018-04-21,8.025,5/19/2018,28
778,2018-04-22,8.15,5/19/2018,27
782,2018-04-23,8.1,5/19/2018,26
786,2018-04-24,7.425,5/19/2018,25
790,2018-04-25,7.975,5/19/2018,24
794,2018-04-26,7.925,5/19/2018,23
798,2018-04-27,8.075,5/19/2018,22
802,2018-04-28,7.9,5/19/2018,21
806,2018-04-29,7.4,5/19/2018,20
810,2018-04-30,6.65,5/19/2018,19
814,2018-05-01,7.575,5/19/2018,18
818,2018-05-02,7.9,5/19/2018,17
822,2018-05-03,8.175,5/19/2018,16
826,2018-05-04,8.375,5/19/2018,15
830,2018-05-05,9.3,5/19/2018,14
834,2018-05-06,9.225,5/19/2018,13
838,2018-05-07,9.025,5/19/2018,12
842,2018-05-08,9.1,5/19/2018,11
846,2018-05-09,9.3,5/19/2018,10
850,2018-05-10,10,5/19/2018,9
854,2018-05-11,10.45,5/19/2018,8
858,2018-05-12,10.65,5/19/2018,7
861,2018-05-13,11.65,5/19/2018,6
865,2018-05-14,11.225,5/19/2018,5
869,2018-05-15,9.925,5/19/2018,4
873,2018-05-16,9.525,5/19/2018,3
877,2018-05-17,9.275,5/19/2018,2
881,2018-05-18,9.525,5/19/2018,1
885,2018-05-19,9.125,5/19/2018,0
338,2018-01-01,0.575,5/20/2018,139
342,2018-01-02,0.25,5/20/2018,138
346,2018-01-03,0.45,5/20/2018,137
350,2018-01-04,0.4,5/20/2018,136
354,2018-01-05,0.2,5/20/2018,135
358,2018-01-06,0.2,5/20/2018,134
361,2018-01-07,0.75,5/20/2018,133
364,2018-01-08,0.775,5/20/2018,132
368,2018-01-09,1.55,5/20/2018,131
372,2018-01-10,1.775,5/20/2018,130
376,2018-01-11,1.925,5/20/2018,129
380,2018-01-12,3.275,5/20/2018,128
384,2018-01-13,3.9,5/20/2018,127
387,2018-01-14,4.375,5/20/2018,126
391,2018-01-15,4.25,5/20/2018,125
395,2018-01-16,5.125,5/20/2018,124
399,2018-01-17,5.875,5/20/2018,123
403,2018-01-18,5.95,5/20/2018,122
407,2018-01-19,5.8,5/20/2018,121
411,2018-01-20,5.85,5/20/2018,120
415,2018-01-21,5.675,5/20/2018,119
419,2018-01-22,5.575,5/20/2018,118
423,2018-01-23,5.05,5/20/2018,117
427,2018-01-24,4.325,5/20/2018,116
431,2018-01-25,3.875,5/20/2018,115
435,2018-01-26,3.875,5/20/2018,114
439,2018-01-27,1.725,5/20/2018,113
443,2018-01-28,2.025,5/20/2018,112
447,2018-01-29,2.6,5/20/2018,111
451,2018-01-30,2.775,5/20/2018,110
455,2018-01-31,2.75,5/20/2018,109
459,2018-02-01,2.025,5/20/2018,108
463,2018-02-02,3.2,5/20/2018,107
467,2018-02-03,3.5,5/20/2018,106
471,2018-02-04,4.1,5/20/2018,105
475,2018-02-05,3.425,5/20/2018,104
479,2018-02-06,3.375,5/20/2018,103
483,2018-02-07,4.175,5/20/2018,102
487,2018-02-08,4.825,5/20/2018,101
491,2018-02-09,4.625,5/20/2018,100
495,2018-02-10,5.025,5/20/2018,99
499,2018-02-11,4.875,5/20/2018,98
503,2018-02-12,4.325,5/20/2018,97
507,2018-02-13,4.45,5/20/2018,96
511,2018-02-14,2.4,5/20/2018,95
515,2018-02-15,2.325,5/20/2018,94
519,2018-02-16,2.175,5/20/2018,93
523,2018-02-17,1.85,5/20/2018,92
527,2018-02-18,1.275,5/20/2018,91
531,2018-02-19,1.15,5/20/2018,90
535,2018-02-20,1.325,5/20/2018,89
539,2018-02-21,1.575,5/20/2018,88
543,2018-02-22,0.6,5/20/2018,87
547,2018-02-23,0.275,5/20/2018,86
551,2018-02-24,0.175,5/20/2018,85
554,2018-02-25,0.925,5/20/2018,84
558,2018-02-26,1.05,5/20/2018,83
562,2018-02-27,1.125,5/20/2018,82
566,2018-02-28,1.825,5/20/2018,81
570,2018-03-01,1.975,5/20/2018,80
574,2018-03-02,2.525,5/20/2018,79
578,2018-03-03,3.475,5/20/2018,78
582,2018-03-04,3.575,5/20/2018,77
586,2018-03-05,3.3,5/20/2018,76
590,2018-03-06,3.075,5/20/2018,75
594,2018-03-07,5.5,5/20/2018,74
598,2018-03-08,7.025,5/20/2018,73
602,2018-03-09,6.65,5/20/2018,72
606,2018-03-10,6.8,5/20/2018,71
610,2018-03-11,6.25,5/20/2018,70
614,2018-03-12,6,5/20/2018,69
618,2018-03-13,6.725,5/20/2018,68
622,2018-03-14,6.125,5/20/2018,67
626,2018-03-15,7.025,5/20/2018,66
630,2018-03-16,7.575,5/20/2018,65
634,2018-03-17,7.675,5/20/2018,64
638,2018-03-18,7.05,5/20/2018,63
642,2018-03-19,7,5/20/2018,62
646,2018-03-20,6.125,5/20/2018,61
650,2018-03-21,6.9,5/20/2018,60
654,2018-03-22,8.55,5/20/2018,59
658,2018-03-23,8.875,5/20/2018,58
662,2018-03-24,9.875,5/20/2018,57
666,2018-03-25,12.65,5/20/2018,56
670,2018-03-26,12.8,5/20/2018,55
674,2018-03-27,12.8,5/20/2018,54
678,2018-03-28,13.5,5/20/2018,53
682,2018-03-29,13.65,5/20/2018,52
686,2018-03-30,13.575,5/20/2018,51
690,2018-03-31,12.975,5/20/2018,50
694,2018-04-01,12.6,5/20/2018,49
698,2018-04-02,12.9,5/20/2018,48
702,2018-04-03,10.875,5/20/2018,47
706,2018-04-04,9.85,5/20/2018,46
710,2018-04-05,10.85,5/20/2018,45
714,2018-04-06,10.725,5/20/2018,44
718,2018-04-07,10.425,5/20/2018,43
722,2018-04-08,8.775,5/20/2018,42
726,2018-04-09,8.8,5/20/2018,41
730,2018-04-10,7.95,5/20/2018,40
734,2018-04-11,8,5/20/2018,39
738,2018-04-12,7.575,5/20/2018,38
742,2018-04-13,7.3,5/20/2018,37
746,2018-04-14,7.175,5/20/2018,36
750,2018-04-15,7.85,5/20/2018,35
754,2018-04-16,8.625,5/20/2018,34
758,2018-04-17,8.675,5/20/2018,33
762,2018-04-18,8.375,5/20/2018,32
766,2018-04-19,8.275,5/20/2018,31
770,2018-04-20,8.125,5/20/2018,30
774,2018-04-21,8.275,5/20/2018,29
778,2018-04-22,8.175,5/20/2018,28
782,2018-04-23,8.05,5/20/2018,27
786,2018-04-24,7.6,5/20/2018,26
790,2018-04-25,7.4,5/20/2018,25
794,2018-04-26,7.925,5/20/2018,24
798,2018-04-27,8.025,5/20/2018,23
802,2018-04-28,7.9,5/20/2018,22
806,2018-04-29,7.825,5/20/2018,21
810,2018-04-30,8.1,5/20/2018,20
814,2018-05-01,8.1,5/20/2018,19
818,2018-05-02,8.075,5/20/2018,18
822,2018-05-03,8.25,5/20/2018,17
826,2018-05-04,8.475,5/20/2018,16
830,2018-05-05,9.675,5/20/2018,15
834,2018-05-06,9.6,5/20/2018,14
838,2018-05-07,9.3,5/20/2018,13
842,2018-05-08,9.025,5/20/2018,12
846,2018-05-09,9.85,5/20/2018,11
850,2018-05-10,10.125,5/20/2018,10
854,2018-05-11,10.175,5/20/2018,9
858,2018-05-12,10.55,5/20/2018,8
861,2018-05-13,11.325,5/20/2018,7
865,2018-05-14,11.35,5/20/2018,6
869,2018-05-15,10.675,5/20/2018,5
873,2018-05-16,9.45,5/20/2018,4
877,2018-05-17,9.325,5/20/2018,3
881,2018-05-18,9,5/20/2018,2
885,2018-05-19,9.025,5/20/2018,1
889,2018-05-20,9.025,5/20/2018,0
338,2018-01-01,0.775,5/21/2018,140
342,2018-01-02,0.375,5/21/2018,139
346,2018-01-03,0.25,5/21/2018,138
350,2018-01-04,0.175,5/21/2018,137
354,2018-01-05,0.15,5/21/2018,136
358,2018-01-06,0.3,5/21/2018,135
361,2018-01-07,0.475,5/21/2018,134
364,2018-01-08,0.525,5/21/2018,133
368,2018-01-09,1.1,5/21/2018,132
372,2018-01-10,1.625,5/21/2018,131
376,2018-01-11,1.75,5/21/2018,130
380,2018-01-12,3.3,5/21/2018,129
384,2018-01-13,3.425,5/21/2018,128
387,2018-01-14,4.075,5/21/2018,127
391,2018-01-15,4.325,5/21/2018,126
395,2018-01-16,4.675,5/21/2018,125
399,2018-01-17,5.75,5/21/2018,124
403,2018-01-18,5.6,5/21/2018,123
407,2018-01-19,5.85,5/21/2018,122
411,2018-01-20,5.75,5/21/2018,121
415,2018-01-21,5.325,5/21/2018,120
419,2018-01-22,5.6,5/21/2018,119
423,2018-01-23,4.875,5/21/2018,118
427,2018-01-24,4.125,5/21/2018,117
431,2018-01-25,3.75,5/21/2018,116
435,2018-01-26,3.525,5/21/2018,115
439,2018-01-27,1.625,5/21/2018,114
443,2018-01-28,2.05,5/21/2018,113
447,2018-01-29,2.6,5/21/2018,112
451,2018-01-30,2.65,5/21/2018,111
455,2018-01-31,3.15,5/21/2018,110
459,2018-02-01,2.675,5/21/2018,109
463,2018-02-02,3,5/21/2018,108
467,2018-02-03,3.275,5/21/2018,107
471,2018-02-04,3.75,5/21/2018,106
475,2018-02-05,3.25,5/21/2018,105
479,2018-02-06,2.85,5/21/2018,104
483,2018-02-07,4.025,5/21/2018,103
487,2018-02-08,4.625,5/21/2018,102
491,2018-02-09,4.575,5/21/2018,101
495,2018-02-10,4.7,5/21/2018,100
499,2018-02-11,4.75,5/21/2018,99
503,2018-02-12,4.675,5/21/2018,98
507,2018-02-13,3.525,5/21/2018,97
511,2018-02-14,3.1,5/21/2018,96
515,2018-02-15,2.4,5/21/2018,95
519,2018-02-16,2.15,5/21/2018,94
523,2018-02-17,1.75,5/21/2018,93
527,2018-02-18,1.6,5/21/2018,92
531,2018-02-19,1.15,5/21/2018,91
535,2018-02-20,1.375,5/21/2018,90
539,2018-02-21,1.975,5/21/2018,89
543,2018-02-22,0.7,5/21/2018,88
547,2018-02-23,0.2,5/21/2018,87
551,2018-02-24,0.15,5/21/2018,86
554,2018-02-25,1.1,5/21/2018,85
558,2018-02-26,1.05,5/21/2018,84
562,2018-02-27,1.025,5/21/2018,83
566,2018-02-28,1.6,5/21/2018,82
570,2018-03-01,2.05,5/21/2018,81
574,2018-03-02,2.875,5/21/2018,80
578,2018-03-03,3.625,5/21/2018,79
582,2018-03-04,3.85,5/21/2018,78
586,2018-03-05,3.5,5/21/2018,77
590,2018-03-06,2.65,5/21/2018,76
594,2018-03-07,5.575,5/21/2018,75
598,2018-03-08,6.75,5/21/2018,74
602,2018-03-09,6.35,5/21/2018,73
606,2018-03-10,6.7,5/21/2018,72
610,2018-03-11,6.05,5/21/2018,71
614,2018-03-12,5.975,5/21/2018,70
618,2018-03-13,6.675,5/21/2018,69
622,2018-03-14,6.225,5/21/2018,68
626,2018-03-15,6.975,5/21/2018,67
630,2018-03-16,6.925,5/21/2018,66
634,2018-03-17,6.875,5/21/2018,65
638,2018-03-18,6.475,5/21/2018,64
642,2018-03-19,7.275,5/21/2018,63
646,2018-03-20,6.35,5/21/2018,62
650,2018-03-21,7.05,5/21/2018,61
654,2018-03-22,8.6,5/21/2018,60
658,2018-03-23,8.9,5/21/2018,59
662,2018-03-24,10.55,5/21/2018,58
666,2018-03-25,10.475,5/21/2018,57
670,2018-03-26,10.875,5/21/2018,56
674,2018-03-27,10.95,5/21/2018,55
678,2018-03-28,13.175,5/21/2018,54
682,2018-03-29,11.425,5/21/2018,53
686,2018-03-30,12.925,5/21/2018,52
690,2018-03-31,12.625,5/21/2018,51
694,2018-04-01,12.725,5/21/2018,50
698,2018-04-02,12.7,5/21/2018,49
702,2018-04-03,10.4,5/21/2018,48
706,2018-04-04,10.2,5/21/2018,47
710,2018-04-05,10.05,5/21/2018,46
714,2018-04-06,10.375,5/21/2018,45
718,2018-04-07,9.9,5/21/2018,44
722,2018-04-08,8.85,5/21/2018,43
726,2018-04-09,8.375,5/21/2018,42
730,2018-04-10,7.925,5/21/2018,41
734,2018-04-11,8.05,5/21/2018,40
738,2018-04-12,7.25,5/21/2018,39
742,2018-04-13,7.3,5/21/2018,38
746,2018-04-14,7.075,5/21/2018,37
750,2018-04-15,7.875,5/21/2018,36
754,2018-04-16,8.65,5/21/2018,35
758,2018-04-17,8.775,5/21/2018,34
762,2018-04-18,8.625,5/21/2018,33
766,2018-04-19,8.95,5/21/2018,32
770,2018-04-20,8.25,5/21/2018,31
774,2018-04-21,8.625,5/21/2018,30
778,2018-04-22,8.05,5/21/2018,29
782,2018-04-23,7.85,5/21/2018,28
786,2018-04-24,7.375,5/21/2018,27
790,2018-04-25,7.25,5/21/2018,26
794,2018-04-26,7.85,5/21/2018,25
798,2018-04-27,7.975,5/21/2018,24
802,2018-04-28,7.875,5/21/2018,23
806,2018-04-29,7.15,5/21/2018,22
810,2018-04-30,6.65,5/21/2018,21
814,2018-05-01,7.35,5/21/2018,20
818,2018-05-02,7.725,5/21/2018,19
822,2018-05-03,8.275,5/21/2018,18
826,2018-05-04,8.45,5/21/2018,17
830,2018-05-05,9.55,5/21/2018,16
834,2018-05-06,9.5,5/21/2018,15
838,2018-05-07,9.45,5/21/2018,14
842,2018-05-08,9.475,5/21/2018,13
846,2018-05-09,9.85,5/21/2018,12
850,2018-05-10,10,5/21/2018,11
854,2018-05-11,10.275,5/21/2018,10
858,2018-05-12,10.55,5/21/2018,9
861,2018-05-13,11.6,5/21/2018,8
865,2018-05-14,11.1,5/21/2018,7
869,2018-05-15,9.125,5/21/2018,6
873,2018-05-16,9.275,5/21/2018,5
877,2018-05-17,9.225,5/21/2018,4
881,2018-05-18,9.7,5/21/2018,3
885,2018-05-19,9.225,5/21/2018,2
889,2018-05-20,9.15,5/21/2018,1
893,2018-05-21,9.125,5/21/2018,0
338,2018-01-01,0.675,5/22/2018,141
342,2018-01-02,0.2,5/22/2018,140
346,2018-01-03,0.175,5/22/2018,139
350,2018-01-04,0.225,5/22/2018,138
354,2018-01-05,0,5/22/2018,137
358,2018-01-06,0.1,5/22/2018,136
361,2018-01-07,0.2,5/22/2018,135
364,2018-01-08,0.275,5/22/2018,134
368,2018-01-09,1.075,5/22/2018,133
372,2018-01-10,1.55,5/22/2018,132
376,2018-01-11,1.925,5/22/2018,131
380,2018-01-12,3.225,5/22/2018,130
384,2018-01-13,3.725,5/22/2018,129
387,2018-01-14,4.225,5/22/2018,128
391,2018-01-15,4.325,5/22/2018,127
395,2018-01-16,4.8,5/22/2018,126
399,2018-01-17,6.225,5/22/2018,125
403,2018-01-18,5.55,5/22/2018,124
407,2018-01-19,5.575,5/22/2018,123
411,2018-01-20,5.8,5/22/2018,122
415,2018-01-21,5.325,5/22/2018,121
419,2018-01-22,5.5,5/22/2018,120
423,2018-01-23,4.925,5/22/2018,119
427,2018-01-24,4.275,5/22/2018,118
431,2018-01-25,4.025,5/22/2018,117
435,2018-01-26,3.975,5/22/2018,116
439,2018-01-27,1.325,5/22/2018,115
443,2018-01-28,1.75,5/22/2018,114
447,2018-01-29,2.875,5/22/2018,113
451,2018-01-30,3.05,5/22/2018,112
455,2018-01-31,2.625,5/22/2018,111
459,2018-02-01,2.6,5/22/2018,110
463,2018-02-02,3.675,5/22/2018,109
467,2018-02-03,3.825,5/22/2018,108
471,2018-02-04,4.025,5/22/2018,107
475,2018-02-05,4.175,5/22/2018,106
479,2018-02-06,3.8,5/22/2018,105
483,2018-02-07,3.9,5/22/2018,104
487,2018-02-08,4.7,5/22/2018,103
491,2018-02-09,4.9,5/22/2018,102
495,2018-02-10,4.7,5/22/2018,101
499,2018-02-11,4.775,5/22/2018,100
503,2018-02-12,4.175,5/22/2018,99
507,2018-02-13,3.6,5/22/2018,98
511,2018-02-14,2.9,5/22/2018,97
515,2018-02-15,2.45,5/22/2018,96
519,2018-02-16,1.75,5/22/2018,95
523,2018-02-17,1.475,5/22/2018,94
527,2018-02-18,1.825,5/22/2018,93
531,2018-02-19,1.475,5/22/2018,92
535,2018-02-20,1.675,5/22/2018,91
539,2018-02-21,2.325,5/22/2018,90
543,2018-02-22,1.075,5/22/2018,89
547,2018-02-23,1.05,5/22/2018,88
551,2018-02-24,0.4,5/22/2018,87
554,2018-02-25,1.325,5/22/2018,86
558,2018-02-26,1.225,5/22/2018,85
562,2018-02-27,0.95,5/22/2018,84
566,2018-02-28,1.475,5/22/2018,83
570,2018-03-01,1.975,5/22/2018,82
574,2018-03-02,2.4,5/22/2018,81
578,2018-03-03,4.05,5/22/2018,80
582,2018-03-04,3.725,5/22/2018,79
586,2018-03-05,3.625,5/22/2018,78
590,2018-03-06,3.2,5/22/2018,77
594,2018-03-07,5.975,5/22/2018,76
598,2018-03-08,7.05,5/22/2018,75
602,2018-03-09,6.775,5/22/2018,74
606,2018-03-10,6.925,5/22/2018,73
610,2018-03-11,6.35,5/22/2018,72
614,2018-03-12,6,5/22/2018,71
618,2018-03-13,6.35,5/22/2018,70
622,2018-03-14,5.975,5/22/2018,69
626,2018-03-15,6.35,5/22/2018,68
630,2018-03-16,7.4,5/22/2018,67
634,2018-03-17,7.375,5/22/2018,66
638,2018-03-18,6.775,5/22/2018,65
642,2018-03-19,8.5,5/22/2018,64
646,2018-03-20,8.425,5/22/2018,63
650,2018-03-21,6.425,5/22/2018,62
654,2018-03-22,8.5,5/22/2018,61
658,2018-03-23,9.075,5/22/2018,60
662,2018-03-24,10.65,5/22/2018,59
666,2018-03-25,12.7,5/22/2018,58
670,2018-03-26,12.525,5/22/2018,57
674,2018-03-27,12.35,5/22/2018,56
678,2018-03-28,13.65,5/22/2018,55
682,2018-03-29,13.1,5/22/2018,54
686,2018-03-30,13.525,5/22/2018,53
690,2018-03-31,13.025,5/22/2018,52
694,2018-04-01,12.85,5/22/2018,51
698,2018-04-02,12.85,5/22/2018,50
702,2018-04-03,10.55,5/22/2018,49
706,2018-04-04,9.95,5/22/2018,48
710,2018-04-05,10.475,5/22/2018,47
714,2018-04-06,10.575,5/22/2018,46
718,2018-04-07,10.075,5/22/2018,45
722,2018-04-08,8.775,5/22/2018,44
726,2018-04-09,8.25,5/22/2018,43
730,2018-04-10,7.875,5/22/2018,42
734,2018-04-11,7.925,5/22/2018,41
738,2018-04-12,7.15,5/22/2018,40
742,2018-04-13,7.3,5/22/2018,39
746,2018-04-14,7.075,5/22/2018,38
750,2018-04-15,8.025,5/22/2018,37
754,2018-04-16,8.7,5/22/2018,36
758,2018-04-17,8.775,5/22/2018,35
762,2018-04-18,8.85,5/22/2018,34
766,2018-04-19,8.35,5/22/2018,33
770,2018-04-20,8.2,5/22/2018,32
774,2018-04-21,8.175,5/22/2018,31
778,2018-04-22,8.025,5/22/2018,30
782,2018-04-23,8.1,5/22/2018,29
786,2018-04-24,7.65,5/22/2018,28
790,2018-04-25,7.75,5/22/2018,27
794,2018-04-26,7.775,5/22/2018,26
798,2018-04-27,7.975,5/22/2018,25
802,2018-04-28,7.8,5/22/2018,24
806,2018-04-29,7.95,5/22/2018,23
810,2018-04-30,7,5/22/2018,22
814,2018-05-01,7.725,5/22/2018,21
818,2018-05-02,8,5/22/2018,20
822,2018-05-03,8.1,5/22/2018,19
826,2018-05-04,8.225,5/22/2018,18
830,2018-05-05,9.375,5/22/2018,17
834,2018-05-06,9.575,5/22/2018,16
838,2018-05-07,9.475,5/22/2018,15
842,2018-05-08,9.15,5/22/2018,14
846,2018-05-09,9.85,5/22/2018,13
850,2018-05-10,9.95,5/22/2018,12
854,2018-05-11,10.175,5/22/2018,11
858,2018-05-12,10.6,5/22/2018,10
861,2018-05-13,11.525,5/22/2018,9
865,2018-05-14,10.9,5/22/2018,8
869,2018-05-15,9.625,5/22/2018,7
873,2018-05-16,9.3,5/22/2018,6
877,2018-05-17,9.275,5/22/2018,5
881,2018-05-18,9.625,5/22/2018,4
885,2018-05-19,9.175,5/22/2018,3
889,2018-05-20,9.125,5/22/2018,2
893,2018-05-21,9.1,5/22/2018,1
897,2018-05-22,9.725,5/22/2018,0
338,2018-01-01,0.825,5/23/2018,142
342,2018-01-02,0.25,5/23/2018,141
346,2018-01-03,0.225,5/23/2018,140
350,2018-01-04,0.2,5/23/2018,139
354,2018-01-05,0.25,5/23/2018,138
358,2018-01-06,0.375,5/23/2018,137
361,2018-01-07,0.675,5/23/2018,136
364,2018-01-08,0.475,5/23/2018,135
368,2018-01-09,1.075,5/23/2018,134
372,2018-01-10,1.35,5/23/2018,133
376,2018-01-11,1.65,5/23/2018,132
380,2018-01-12,3.225,5/23/2018,131
384,2018-01-13,3.65,5/23/2018,130
387,2018-01-14,4.275,5/23/2018,129
391,2018-01-15,4.6,5/23/2018,128
395,2018-01-16,4.95,5/23/2018,127
399,2018-01-17,5.875,5/23/2018,126
403,2018-01-18,5.775,5/23/2018,125
407,2018-01-19,5.725,5/23/2018,124
411,2018-01-20,6.175,5/23/2018,123
415,2018-01-21,5.825,5/23/2018,122
419,2018-01-22,5.75,5/23/2018,121
423,2018-01-23,5,5/23/2018,120
427,2018-01-24,4.125,5/23/2018,119
431,2018-01-25,4.05,5/23/2018,118
435,2018-01-26,3.925,5/23/2018,117
439,2018-01-27,1.475,5/23/2018,116
443,2018-01-28,2.1,5/23/2018,115
447,2018-01-29,3.025,5/23/2018,114
451,2018-01-30,2.825,5/23/2018,113
455,2018-01-31,3.2,5/23/2018,112
459,2018-02-01,2.925,5/23/2018,111
463,2018-02-02,3.025,5/23/2018,110
467,2018-02-03,3.15,5/23/2018,109
471,2018-02-04,3.925,5/23/2018,108
475,2018-02-05,4.1,5/23/2018,107
479,2018-02-06,3.625,5/23/2018,106
483,2018-02-07,4.175,5/23/2018,105
487,2018-02-08,4.775,5/23/2018,104
491,2018-02-09,4.575,5/23/2018,103
495,2018-02-10,4.85,5/23/2018,102
499,2018-02-11,4.725,5/23/2018,101
503,2018-02-12,4.825,5/23/2018,100
507,2018-02-13,5.625,5/23/2018,99
511,2018-02-14,2.725,5/23/2018,98
515,2018-02-15,2.625,5/23/2018,97
519,2018-02-16,2,5/23/2018,96
523,2018-02-17,1.975,5/23/2018,95
527,2018-02-18,1.825,5/23/2018,94
531,2018-02-19,1.875,5/23/2018,93
535,2018-02-20,1.9,5/23/2018,92
539,2018-02-21,2.4,5/23/2018,91
543,2018-02-22,1.05,5/23/2018,90
547,2018-02-23,1.725,5/23/2018,89
551,2018-02-24,0.3,5/23/2018,88
554,2018-02-25,1.75,5/23/2018,87
558,2018-02-26,1.05,5/23/2018,86
562,2018-02-27,1.05,5/23/2018,85
566,2018-02-28,1.6,5/23/2018,84
570,2018-03-01,1.9,5/23/2018,83
574,2018-03-02,3.6,5/23/2018,82
578,2018-03-03,3.55,5/23/2018,81
582,2018-03-04,3.775,5/23/2018,80
586,2018-03-05,3.225,5/23/2018,79
590,2018-03-06,3.475,5/23/2018,78
594,2018-03-07,5.525,5/23/2018,77
598,2018-03-08,6.725,5/23/2018,76
602,2018-03-09,5.975,5/23/2018,75
606,2018-03-10,6.475,5/23/2018,74
610,2018-03-11,6,5/23/2018,73
614,2018-03-12,6.125,5/23/2018,72
618,2018-03-13,6.6,5/23/2018,71
622,2018-03-14,6.075,5/23/2018,70
626,2018-03-15,6.875,5/23/2018,69
630,2018-03-16,7.7,5/23/2018,68
634,2018-03-17,7.875,5/23/2018,67
638,2018-03-18,7.35,5/23/2018,66
642,2018-03-19,7.925,5/23/2018,65
646,2018-03-20,8.725,5/23/2018,64
650,2018-03-21,7.525,5/23/2018,63
654,2018-03-22,8.375,5/23/2018,62
658,2018-03-23,9.025,5/23/2018,61
662,2018-03-24,10.85,5/23/2018,60
666,2018-03-25,11.35,5/23/2018,59
670,2018-03-26,12.7,5/23/2018,58
674,2018-03-27,12.625,5/23/2018,57
678,2018-03-28,13.475,5/23/2018,56
682,2018-03-29,11.975,5/23/2018,55
686,2018-03-30,13.55,5/23/2018,54
690,2018-03-31,12.625,5/23/2018,53
694,2018-04-01,12.4,5/23/2018,52
698,2018-04-02,12.575,5/23/2018,51
702,2018-04-03,10.55,5/23/2018,50
706,2018-04-04,9.95,5/23/2018,49
710,2018-04-05,10.55,5/23/2018,48
714,2018-04-06,10.5,5/23/2018,47
718,2018-04-07,9.525,5/23/2018,46
722,2018-04-08,9.05,5/23/2018,45
726,2018-04-09,9.1,5/23/2018,44
730,2018-04-10,8.1,5/23/2018,43
734,2018-04-11,8.05,5/23/2018,42
738,2018-04-12,7.25,5/23/2018,41
742,2018-04-13,7.25,5/23/2018,40
746,2018-04-14,7.375,5/23/2018,39
750,2018-04-15,7.95,5/23/2018,38
754,2018-04-16,8.55,5/23/2018,37
758,2018-04-17,8.75,5/23/2018,36
762,2018-04-18,8.925,5/23/2018,35
766,2018-04-19,8.9,5/23/2018,34
770,2018-04-20,8.575,5/23/2018,33
774,2018-04-21,9.175,5/23/2018,32
778,2018-04-22,8.4,5/23/2018,31
782,2018-04-23,8.3,5/23/2018,30
786,2018-04-24,7.325,5/23/2018,29
790,2018-04-25,7.3,5/23/2018,28
794,2018-04-26,7.8,5/23/2018,27
798,2018-04-27,8.1,5/23/2018,26
802,2018-04-28,7.775,5/23/2018,25
806,2018-04-29,7.475,5/23/2018,24
810,2018-04-30,7.05,5/23/2018,23
814,2018-05-01,7.775,5/23/2018,22
818,2018-05-02,7.8,5/23/2018,21
822,2018-05-03,8.15,5/23/2018,20
826,2018-05-04,8.3,5/23/2018,19
830,2018-05-05,9.55,5/23/2018,18
834,2018-05-06,9.675,5/23/2018,17
838,2018-05-07,9.725,5/23/2018,16
842,2018-05-08,9.15,5/23/2018,15
846,2018-05-09,9.725,5/23/2018,14
850,2018-05-10,10,5/23/2018,13
854,2018-05-11,10.8,5/23/2018,12
858,2018-05-12,10.675,5/23/2018,11
861,2018-05-13,10.9,5/23/2018,10
865,2018-05-14,11.25,5/23/2018,9
869,2018-05-15,9.925,5/23/2018,8
873,2018-05-16,9.25,5/23/2018,7
877,2018-05-17,9.15,5/23/2018,6
881,2018-05-18,9.9,5/23/2018,5
885,2018-05-19,9.475,5/23/2018,4
889,2018-05-20,9.175,5/23/2018,3
893,2018-05-21,9.225,5/23/2018,2
897,2018-05-22,9.625,5/23/2018,1
901,2018-05-23,8.6,5/23/2018,0
338,2018-01-01,0.775,5/24/2018,143
342,2018-01-02,0.25,5/24/2018,142
346,2018-01-03,0.15,5/24/2018,141
350,2018-01-04,0.175,5/24/2018,140
354,2018-01-05,0.2,5/24/2018,139
358,2018-01-06,0.4,5/24/2018,138
361,2018-01-07,0.5,5/24/2018,137
364,2018-01-08,0.55,5/24/2018,136
368,2018-01-09,1,5/24/2018,135
372,2018-01-10,1.525,5/24/2018,134
376,2018-01-11,1.775,5/24/2018,133
380,2018-01-12,3.175,5/24/2018,132
384,2018-01-13,3.55,5/24/2018,131
387,2018-01-14,4.225,5/24/2018,130
391,2018-01-15,4.25,5/24/2018,129
