BusinessUnit,_id,_rev,templateId,docType,deletedDate,distanceFromAssetInFeet,geoAccuracyInFeet,latitude,longitude,createdBy,createdDate,modifiedBy,modifiedDate,serverCreatedDate,serverModifiedDate,jobId,parentId,assetId,replicateTo,safetyAppNumber,assetName,assetType,businessUnit,operatingCenter,area,eventOccurredDate,reportedTo,companyInvolved,companyInvolvedNotListed,operationOrDevelopment,jobTypeObserved,event,eventClassification,eventType,incidentDescription,smartSearchObservationsTop,otherSafetyObservationCommentTop,otherSafetyObservationAnswerTop,otherSafetyObservationRiskTop,questionNumber,questionNumberText,questionId,questionType,questionVerification,question,answerRadio,answerSelect,answerText,answerNumber,answerDate,answerDetails,answerComments,answerIsMultiple,answerMultiple,answerRisk,questionList,additionalObservations,smartSearchObservations,otherSafetyObservationComment,otherSafetyObservationAnswer,otherSafetyObservationRisk,stopJob,immediateActionsTaken,actionCompletedOnsiteDetail,furtherActionNecessaryComments,createdInId,assetLatitude,assetLongitude,unitOfMeasure,replicateGroup,reloadRisk,deletedDatelday,deletedDateltime,createdDatelday,createdDateltime,modifiedDatelday,modifiedDateltime,serverCreatedDatelday,serverCreatedDateltime,serverModifiedDatelday,serverModifiedDateltime,eventOccurredDatelday,eventOccurredDateltime,adapterProcessedDate,seq,locationSite,rigInvolved,rigId
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
